id,title,is_certificate_issued,description,authors,schedule_type,learners_count,quizzes_count,time_to_complete,language,target_audience,is_paid
1655,Китайский язык,true,"<p>Привет! Мы подготовили курс китайского языка для начинающих. Он состоит из двух блоков. Первый - фонетический, где мы узнаем как произносятся звуки и будем  долго и усердно тренироваться их различать и произносить. Во втором блоке мы будем учиться говорить, различать иероглифы и понимать китайскую речь. Начнем с простых словосочетаний и закончим предложениями и вопросами. Мы рассмотрим пять ситуаций: знакомство, в магазине, в аэропорту, в ресторане, в гостинице, В конце каждого такого модуля вас ждет ситуативное задание, где вам предстоит собрать всю вашу китайскую мощь и поддержать диалог. Поэтому, как говорят у нас в России, дерзайте! Или как сказали бы в Китае  加油!</p>

<p><strong><a href=""https://stepik.org/course/50288/promo"" rel=""noopener noreferrer nofollow"">Курс по китайским иероглифам</a></strong></p>
",{22010861},self_paced,32905,273,20070,ru,"Данный курс будет полезен тем, кто заинтересован в изучении китайского языка, собирается посетить поднебесную с туристической или деловой целью, а так же для всех тех, кто увлекается азиатскими языками и культурой",false
1613,Теоретическая информатика: сложность вычислений,true,"<p>Слова «теоретическая информатика», а особенно их английский вариант (“theoretical computer science”), звучат странно — как «сухое плавание». Но в них есть смысл, причём не только для теоретиков: абстрактные конструкции и математические результаты, если они хорошо поняты, в нужный момент могут натолкнуть на решение вполне практической задачи.<br><br>Мы попытались отобрать простые и одновременно важные понятия и результаты, которые могут вам пригодиться. Некоторые из них совсем практические (скажем, инварианты циклов, коды с исправлением ошибок или криптографические протоколы), другие скорее указывают границы возможностей (скажем, результаты об алгоритмической неразрешимости или NP-полноте). Разделы достаточно независимы, так что если что-то не понравилось или показалось непонятным, можно идти дальше.<br><br>По большей части мы не используем сложной математики (а базовые результаты про целые числа мы напоминаем) и каких-то конкретных программистских навыков, но, конечно, некоторая математическая грамотность и программистский опыт не повредят.<br><br>Наконец, заранее просим прощения, если курс покажется вам неудачным — рассказывать что-то, не видя реакции, всегда трудно, и это скорее первый блин, чем результат многолетней практики.<br></p>",{736914},self_paced,6544,64,121196,ru,студенты младших курсов,false
1612,Управление вычислениями,true,"<p>Технические аспекты анализа данных зачастую влияют на качество получаемых результатов. В последние годы в центре внимания находятся вопросы обеспечения воспроизводимости и автоматизации анализа – попытки воспроизвести результаты, полученные той или иной группой, часто проваливаются, а анализ больших массивов данных нередко проводится с использованием подручных средств.</p><p><span style=""background-color: transparent; font-family: inherit; font-size: 1em;"">Курс состоит из трех модулей, в которых рассматриваются Linux контейнеры и Docker (первый модуль), а также различные подходы к автоматизации процесса вычислений и инструменты, реализующие эти подходы (второй и третий модули). Использование этих инструментов позволяет сделать процесс анализа более воспроизводимым и эффективным.</span><br></p>","{9526,216101,651763}",self_paced,10673,39,77107,ru,"",false
1611,Теоретическая информатика: вычислимость,true,"<p>Слова «теоретическая информатика», а особенно их английский вариант (“theoretical computer science”), звучат странно — как «сухое плавание». Но в них есть смысл, причём не только для теоретиков: абстрактные конструкции и математические результаты, если они хорошо поняты, в нужный момент могут натолкнуть на решение вполне практической задачи.<br><br>Мы попытались отобрать простые и одновременно важные понятия и результаты, которые могут вам пригодиться. Некоторые из них совсем практические (скажем, инварианты циклов, коды с исправлением ошибок или криптографические протоколы), другие скорее указывают границы возможностей (скажем, результаты об алгоритмической неразрешимости или NP-полноте). Разделы достаточно независимы, так что если что-то не понравилось или показалось непонятным, можно идти дальше.<br><br>По большей части мы не используем сложной математики (а базовые результаты про целые числа мы напоминаем) и каких-то конкретных программистских навыков, но, конечно, некоторая математическая грамотность и программистский опыт не повредят.<br><br>Наконец, заранее просим прощения, если курс покажется вам неудачным — рассказывать что-то, не видя реакции, всегда трудно, и это скорее первый блин, чем результат многолетней практики.<br></p>",{736914},self_paced,2096,23,50344,ru,студенты младших курсов,false
1565,Французский язык: Грамматический конструктор,true,"<p><em>Вы всегда хотели знать, где пишется пять букв, а читается один звук? Вы хотели узнать, как произнести ""совиная охота""? Вы обязательно хотите знать, что Зидан сказал сопернику-итальянцу? Вы хотите знать, где вас поймут, если заказать ""ля яичница а ля огурцы""? <strong>Тогда вам не сюда</strong>.</em></p>

<p><strong>Французский лингвистический конструктор — база для культурологических курсов, которые планируются чуть позднее. </strong><em>Строго говоря, это не только французский язык, но и введение в литературу и культуру. <strong>Внимание на этот пункт, пожалуйста: здесь и история, и фильмы, и рок, и политика, и поэзия, и философия.</strong></em></p>

<p>Весь курс строится на основе ""принципа концентр"", который я разрабатываю в подходах к самым различным областям — от сугубо научных и академических до творческих и спонтанно-пленэрных.</p>

<p>Кратко о принципе: концентрические круги разбегаются от центра к периферии; и так же сначала растет ствол (самое основное, без исключений и наворотов), после — ветви (то есть подвиды и особенности) и только в конце — листья и ягодки (то есть исключения и единичности).</p>

<p><strong>Курсы ""лингвистического конструктора"" предполагают прежде всего сосредоточение на структуре и копании в ее механизмах. Поэтому для дополнительной практики вам потребуется дополнительная практика </strong>— перевод ли, чтение ли, разговор ли, аудирование ли, решать вам. Еще раз — <strong><em>здесь все о структуре как очень строго, практически математически функционирующем организме языка.</em></strong></p>
",{19202242},self_paced,19417,219,104631,ru,"",false
1564,Латинский язык: Грамматический конструктор,true,"<p><b>Латинский лингвистический конструктор —
база для культурологических курсов, которые планируются чуть позднее. Строго говоря, это не только латинский язык, но и введение в римскую литературу и культуру.</b></p><p>Весь курс строится на основе ""принципа концентр"", который я разрабатываю в подходах к самым различным областям — от сугубо научных и академических до творческих и спонтанно-пленэрных. Кратко о принципе: концентрические круги разбегаются от центра к периферии; и так же сначала растет ствол (самое основное, без исключений и наворотов), после — ветви (то есть подвиды и особенности) и только в конце — листья и ягодки (то есть исключения и единичности).<br><br>

<b>Курсы ""лингвистического конструктора"" предполагают прежде всего сосредоточение на структуре и копании в ее механизмах. </b>Поэтому для дополнительной практики вам потребуется дополнительная практика — перевод ли, чтение ли, разговор ли, аудирование ли, решать вам.<b> Еще раз — здесь все о структуре как очень строго, практически математически функционирующем организме языка.   </b></p><p>И, конечно, хочется предупредить, что это не предназначено для студентов, которые лихорадочно пытаются ""подучить"" латынь накануне зачета (особенно при условии, что только сейчас открывают учебник).<br></p>",{19202242},self_paced,16267,131,60530,ru,"",false
1497,Python. Data type ,false,"<p>Please follow the rules if you want to participate in the <a href=""http://adaptive.stepik.org"" rel=""nofollow noopener noreferrer"">Stepik Contest</a>:</p><p><b>You are asked to create specifically formatted educational content (both theory and practical assignments), that will be suitable to study for 30-60 minutes in the adaptive learning setting.</b><span style=""font-family: inherit; font-size: 1em; background-color: transparent;""><br></span></p><p><span style=""font-family: inherit; font-size: 1em; background-color: transparent;"">Theory lessons can include any kind of educational content (e.g. text, video, slides). </span><br></p><p>Each practical lesson should have only 1-3 assignments. (if there are more than 1 assignments they should have the same level of difficulty).</p><p>To link all your lessons together and into global knowledge graph, you should specify for each lesson: 1. required topics (tags). Topics that should be covered before the learner will be able to proceed to this lesson. 2. topics to learn. Your main chosen topic, and also you can specify additional topics if this lesson teaches other useful stuff.<br></p><p>Please create lessons that are not directly connected. We will recommend your lessons to learners separately, therefore each lesson should represent or test a single complete concept.

<br></p><p><b>All public content on Stepik have the default open license (Creative Commons BY-SA 4.0), including all courses created by you for this competition. Everybody will be able to share and adapt your content freely but with attribution.</b><br></p>",{1992480},self_paced,563,6,10477,ru,"",false
1480,Программирование на языке Python,false,"<p>Курс охватывает темы, начиная с процесса установки программной среды и библиотек, и заканчивая принципами работы с графико-математическими библиотеками, и библиотеками по приёму и передачи данных. Курс насыщенный и содержит много полезной информации<br><br><br></p>",{728699},self_paced,2521,49,27516,ru,"Начинающие питонщики, но неплохие математики",false
1452,Курс для преподавателей Stepik,false,"<p>Многие из нас задавались вопросом о том, как сделать свой собственный онлайн-курс. Но при мысли о необходимости подготовки большого количества конспектов, задач и видео, задача кажется неподъёмной.<br><br>В этом курсе мы рассмотрим методологию создания онлайн-курсов, практические рекомендации и лучшие методы донесения информации в онлайне.<br><br>Присоединяйтесь!</p>",{740075},self_paced,2949,13,3238,ru,"",false
1403,HSE Data Science - 2,false,"",{18832825},ended,283,164,51548,ru,"",false
1383,Подготовка к ОГЭ по Обществознанию,false,"",{21627470},self_paced,3052,976,32547,ru,"",false
1378,Классическая механика,true,"<p>Курс представляет из себя первую часть образовательной программы по физике Андрея Суслова и адресован, прежде всего, старшеклассникам и абитуриентам. <span style=""font-family: inherit; font-size: 1em; background-color: transparent;"">Предполагается, что учащийся средней успеваемости в течение двух месяцев сможет освоить этот курс и получить глубокое понимание школьного курса механики на профильном уровне, а также приобрести навыки решения задач по механике.</span></p><p><span style=""font-family: inherit; font-size: 1em; background-color: transparent;"">Курс включает в себя подробное изложение теории, видео-лекции с решением задач, демонстрации экспериментов, а также задачи различного уровня сложности (как типовые задачи ЕГЭ, так и нестандартные задачи олимпиадного характера). К каждому уроку прилагается опорный конспект, в котором в наглядной (схематичной или табличной) форме опубликован материал, который излагался в лекциях этого урока. Автор рекомендует распечатывать эти конспекты после прохождения каждого урока и использовать при повторении материала.</span></p>",{21595974},self_paced,7849,141,147541,ru,"Старшеклассники и абитуриенты, а также все кто хочет освежить свои знания по физике",false
1296,Подготовка к Олимпиаде НТИ (на основе задач 2015/16 года),false,"",{6360382},self_paced,1940,90,25356,ru,Школьники 8-11 классов,false
1271,Игротехника в образовании 21 века: курс для педагогов ,false,"<p>Курс состоит из четырех модулей. В каждом модуле рассматриваются различные аспекты образовательной игропрактики и игропедагогики. Большое внимание уделяется практическим моментам проведения обучающих игр. После прохождения курса вы научитесь применять игры в образовательном контексте, детально познакомитесь с проведением игр живого действия и получите базовые знания по созданию собственных обучающих игр.</p>",{21266299},ended,1706,40,19846,ru,"Курс предназначен для педагогов и родителей, интересующихся игровыми технологиями в образовании . Для прохождения курса желателен педагогический опыт.",false
1240,Введение в базы данных,false,"<p>Курс введения в базы данных знакомит слушателями с историей создания систем обработки структурированных данных, подходами к обработке информации, развитием моделей данных и систем управления данными.</p><p>Основу курса составляет изучение и применение в типовых ситуациях средств SQL для обработки данных в SQL-СУБД. Выполнение практических задач в рамках курса предполагает использование СУБД MySQL.</p><p>Важную часть курса составляет рассмотрение основных этапов проектирования реляционных баз данных, рассмотрение аномалий структурированных данных.</p><p>Помимо базовой части курса рассматриваются вопросы работы с SQL-базами данных в приложениях, описывается концепция ORM и вводятся определения, описываются области применения NoSQL-систем.</p>","{16311516,16187440,736914}",self_paced,8155,80,42595,ru,"Студенты 1-3 курсов, обучающиеся по направлениям Computer Science.",false
1233,Введение в обработку естественного языка,true,"<p>
Курс состоит из введения и 10 тематических ﻿лекций; четыре из них посвящены инструментам — 
морфологическому и синтаксическому анализу, языковым моделям и 
моделированию смысла слов, а шесть — популярным приложениям — 
информационному и вопросно-ответному поиску, автоматическому 
реферированию, анализу тональности, извлечению информации и машинному 
переводу. Структура каждой лекции более-менее стандартна — постановка 
задачи, описание методов, обзор доступных инструментов и наборов данных,
 оценка. В курсе минимум математики и алгоритмов, упор сделан на методы и
 их оценку. 
<br></p><p>﻿﻿Курс подготовлен при поддержке <code><a href=""http://www.fondpotanin.ru/﻿"" rel=""nofollow noopener noreferrer"">﻿</a></code><a href=""http://www.fondpotanin.ru/﻿"" rel=""nofollow noopener noreferrer"" title=""Link: http://www.fondpotanin.ru/﻿"">Благотворительного Фонда В. Потанина</a>. <br></p>",{19667710},self_paced,8796,15,119108,ru,"Все, кто хочет получить общее представление о дисциплине и практические навыки решения задач обработки естественного языка.",false
1232,Игрофикация,false,"<p><strong>Эта версия курса сейчас закрыта.</strong></p>

<p><strong>Вы можете записаться на <a href=""https://stepik.org/62846/"" rel=""noopener noreferrer nofollow"">обновлённую версию курса</a></strong></p>

<p>Также доступны более продвинутые версии курса:<br>
<br>
<a href=""https://stepik.org/62844/"" rel=""noopener noreferrer nofollow"">""Игрофикация. Основы"" </a><br>
<br>
<a href=""https://stepik.org/62820"" rel=""noopener noreferrer nofollow"">""Игрофикация. Профи""</a></p>

<p>Книгу по игрофикации можно приобрести в любом книжном магазине или онлайн, например — <a href=""https://www.labirint.ru/books/706755/"" rel=""noopener noreferrer nofollow"" target=""_blank"">здесь</a></p>

<p>****************************************</p>

<p>Вы узнаете, что такое игрофикация и с чем её не стоит путать. Мы расскажем, как её можно применять в самых разнообразных сферах – от повышения личной эффективности и эффективности бизнеса до позитивных изменений планетарного масштаба. Вы узнаете, в чём опасность бездумного применения PBL и почему лучше использовать системный подход.<br>
Вы научитесь строить собственную игрофицированную систему с учётом различных видов мотивации и типов игроков. Отдельный блок посвящён концепции пути героя, где мы расскажем о том, как сделать игрофицированную систему ещё более увлекательной для игроков.<br>
Кроме видео-лекций и дополнительных текстовых материалов вас ждут интересные практические задания. А ещё наш курс игрофицирован!<strong> </strong></p>

<p><strong>Актуальная версия курса — <a href=""https://stepik.org/62846"" rel=""noopener noreferrer nofollow"">здесь</a></strong></p>
",{2194498},ended,5211,51,88925,ru,"Менеджеры, маркетологи, рекламщики - все, кто работает с клиентами. 


HR, преподаватели, руководители - все, кто работает с коллективом.


Все, кто хочет сделать рутинные процессы увлекательными и приносящими удовольствие.


Все, кто хочет поднять свою личную эффективность на новый уровень",false
1142,Введение в NGS. Часть 1,true,"<p>В первой части курса «Введение в технологии высокоэффективного секвенирования» вы познакомитесь с основными типами секвенирования, их применениями, контролем качества, и многими другими аспектами применения этих технологий. <br><br>Также вы научитесь самостоятельно проводить первичную обработку экспериментов, идентифицировать основные проблемы, возникающие в NGS-экспериментах, узнаете об основных используемых форматах данных и научитесь конвертировать и визуализировать их.<br><br>Рекомендуем пройти следующие курсы: 1) <a href=""https://stepik.org/course/%D0%92%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B2-Linux-73"" rel=""nofollow noopener noreferrer"" title=""Link: https://stepik.org/course/%D0%92%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B2-Linux-73"">«Bведение в Linux»</a>; 2) <a href=""https://stepik.org/course/%D0%9C%D0%BE%D0%BB%D0%B5%D0%BA%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%B0%D1%8F-%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-%D0%B8-%D0%B3%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B0-70"" rel=""nofollow noopener noreferrer"" title=""Link: https://stepik.org/course/%D0%9C%D0%BE%D0%BB%D0%B5%D0%BA%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%B0%D1%8F-%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-%D0%B8-%D0%B3%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B0-70"">«Молекулярная биология и генетика»</a>; 3) <a href=""https://stepik.org/course/%D0%91%D0%B8%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8-%D0%B3%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%B8%D1%8F-94"" rel=""nofollow noopener noreferrer"" title=""Link: https://stepik.org/course/%D0%91%D0%B8%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8-%D0%B3%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%B8%D1%8F-94"">«Биотехнологии: Генная инженерия»</a>.</p>",{651763},self_paced,5602,90,123348,ru,"Студенты и аспиранты, интересующиеся современной биологией и биоинформатикой.",false
1128,Постановка задачи на разработку ПО,true,"<p><b>Благодарности</b><br></p><ol><li>Компании Mail.Ru за частичное финансирование работ по этому курсу :-)</li><li>Команде Mail.Ru за посильную помощь в добавлении стандартных частей курса и помощь в определении чего еще не сделано и мотивации на завершение работы</li><li>Команде Stepik.org - за терпение и быструю реакцию в ответ на заданные вопросы. Знать бы еще что спрашивать :-)</li><li>Максим Павлов  - За пытливость ума в качестве студента, реальную помощь оказанную при работе над курсом :-)</li></ol><b>О перезапуске курса</b><p style=""display: inline !important;"">Мы задумали (<a href=""https://www.facebook.com/dmitry.bezuglyy"" rel=""nofollow noopener noreferrer"" title=""Link: https://www.facebook.com/dmitry.bezuglyy"">Дмитрий Безуглый</a>, <a href=""https://alexfreelancer.wordpress.com/"" rel=""nofollow noopener noreferrer"">Алексей Петров</a>, <a href=""https://www.facebook.com/sergey.nuzhnenko"" rel=""nofollow noopener noreferrer"">Сергей Нужненко</a>, <a href=""https://www.facebook.com/victoria.kholmanova"" rel=""nofollow noopener noreferrer"">Виктория Холманова</a>) книгу расширение и углубление этого курса. </p><b style=""background-color: transparent; font-size: inherit;""><p style=""display: inline !important;"">Книга предназначается для широкой аудитории,стихийных и начинающих аналитиков.</p></b><p><br>﻿Суть проекта:</p><p>1) Если соберем только указанную сумму – публикуем книгу ( получится в ноль или коммерческий минус)</p><p>2) Если соберем 450+ книга и перезапускаем курс с правками замечаний </p><p>3) Если соберем 750+ перезапускаем курс на качественно другом уровне  :-)</p>Подробнее по ссылке <a href=""https://goo.gl/rDY91C"" rel=""nofollow noopener noreferrer"">https://goo.gl/rDY91C</a> 

﻿<br>",{1382921},self_paced,18833,55,51855,ru,"Постановщики задачи, Начинающие бизнес и системные аналитики, Начинающие, ведущие разработчики и будущие архитекторы программного обеспечения.",false
1127,Основы дискретной математики,true,"<p>За два месяца, на которые рассчитан курс, слушатели ознакомятся с некоторыми разделами дискретной математики.<br></p>",{736914},self_paced,10447,89,82513,ru,"",false
1039,"Что нужно знать о мебели, чтобы ее продавать.",false,"",{17541213},self_paced,143,46,1912,ru,Продавцы мебели,false
957,Биоинформатика и компьютерное конструирование лекарств,false,"<p class=""wysiwyg-text-align-justify"">
Курс «Биоинформатика
и компьютерное конструирование лекарств»
является важной дисциплиной
в системе
подготовки
высококвалифицированных
специалистов-биохимиков,
поскольку
дает
информацию
об основных
направлениях и тенденциях развития
современных компьютерных технологий
в приложении к разработке химических
соединений с заданной биологической
активностью, а также позволяет получить
знания, умения и навыки, необходимые
для самостоятельного проведения
исследований по конструированию новых
лекарственных препаратов <i>in
silico</i> с использованием современных методов моделирования.</p>
<p class=""wysiwyg-text-align-justify"">
<b>Цель</b><b>курса</b>– сформировать
у студентов
систему
знаний,
позволяющих проводить
целенаправленный поиск молекулярных
структур новых физиологически активных
соединений с прогнозируемыми видами
биологической активности с использованием
современных компьютерных технологий.</p>

",{342742},self_paced,3024,83,20333,ru,Студенты биохимики биологического факультета БГУ,false
951,Уроки математики 5 класс,false,"",{18579258},self_paced,1268,102,10091,ru,Учащиеся 5-х классов,false
902,Введение в дискретную математику,true,"<p>В этом курсе, посвященном основам математики, вы познакомитесь с базовыми математическими объектами, без которых знание математики тяжело себе представить. Так получилось, что эти объекты разбросаны по разным разделам, однако в целом все эти разделы можно объединить под названием дискретная математика.</p><p>Курс содержит следующие модули:</p><ol><li><span style=""font-family: inherit; font-size: 1em; line-height: 1.6; background-color: transparent;"">Введение в комбинаторику</span><br></li><li><span style=""font-family: inherit; font-size: 1em; line-height: 1.6; background-color: transparent;"">Дискретная вероятнос</span><span style=""font-family: inherit; font-size: 1em; line-height: 1.6; background-color: transparent;"">ть</span><br></li><li><span style=""font-family: inherit; font-size: 1em; line-height: 1.6; background-color: transparent;"">Элементы теории сложности</span></li><li><span style=""font-size: inherit; line-height: 1.6em; background-color: transparent;"">Теория графов и основы линейной алгебры</span></li></ol>",{651763},self_paced,9295,50,50193,ru,Студенты нетехнических специальностей. Специалисты смежных областей без технического образования,false
749,Сопротивление материалов,false,"<p>Данный курс по сопротивлению материалов рассматривает базовую теорию. При этом это не значит, что, пройдя данный курс, вы сможете сдать экзамен в институте, это не значит, что вы сходу сможете рассчитать на прочность мост, самолёт или корабль. Здесь излагаются базовые вопросы базовых разделов, которые помогут в освоении дисциплины прочности, т.е. курс не заменит вам ни лекции в институте, ни учебник по сопромату. Однако объёмы информации, заложенные здесь, позволят построить очень твёрдую базу для дальнейшего изучения предмета.</p>

<p>Также курс может быть интересен и опытным людям, т.к. в курсе ""разжёваны"" очень многие тонкости, которые для кого-то не очень полезны на практике, а с другой стороны настолько фундаментальны, что можно очень сильно удивиться тому, что ""столько лет рассчитываю на прочность, а такую простую вещь узнал только сейчас"".</p>

<p>Важно сказать, что курс сделан с некоторым отклонением в сторону авиационной тематики, однако его прохождение может быть полезно для любого инженера-конструктора, независимо от его специализации.</p>

<p>Курс составлен из текстовых лекций, тестовых и численных задач. В курсе полностью отсутствуют видеолекции. При этом 90% текста являются авторской компиляцией из разных учебников, источников, опыта. Цель этой компиляции - попытка создания учебного материала с максимально последовательной логикой изложения по принципу ""от частного к общему"".</p>

<p>В курсе присутствуют ссылки на сторонние материалы, а именно видеоролики с различными опытами (ресурс youtube).</p>

<p>Содержание:</p>

<ol>
	<li>Осевое нагружение</li>
	<li>Плоское и объёмное нагружение</li>
	<li>Изгиб балок</li>
	<li>Кручение стержней</li>
	<li>Устойчивость стержней</li>
</ol>
","{462772,15615570}",self_paced,2017,77,15651,ru,"Школьники, студенты, инженеры",false
738,Информационное моделирование зданий,true,"<p>В начале курса мы рассмотрим некоторые теоретические аспекты технологии информационного моделирования зданий (BIM), узнаем, что это, какой софт используется для реализации технологии на практике, какие вообще существуют технологии архитектурного проектирования и как они сменяли друг друга в течение последних лет.<br>
Начиная со второго модуля, мы займёмся изучением программы Autodesk Revit Architecture. Рассмотрим общие принципы работы в программе, подробно изучим процесс создания информационной модели, начиная с отдельных компонентов модели (семейств) и закачивая формированием чертежей и спецификаций. Познакомимся с принципами совместной работы над одной моделью внутри большой команды проектировщиков. В ходе курса каждый учащийся шаг за шагом создаст полноценную информационную модель здания, соответствующую моделям, выполняемым проектными компаниями на стадии ""П"" для архитектурного раздела.<br>
Курс подготовлен специалистами <a href=""https://www.edu.bimacad.ru/"" rel=""noopener noreferrer nofollow"">Академии BIM</a> и <a href=""https://bimplanet.org/"" rel=""noopener noreferrer nofollow"">BIM Planet.</a></p>
","{308877,1646814,25868407}",active,32627,100,244907,ru,"Студенты архитектурной и инженерных специальностей, практикующие специалисты в области архитектурного проектирования зданий.",false
736,Подготовка к ЕГЭ по обществознанию (интенсивный курс),false,"<p>

Лекции курса - записи онлайн-вебинаров, прошедших на платформе ""Пеликан"" весной 2016. 

Они будут интересны как людям, готовящимся к ЕГЭ, так и всем, кто хочет подтянуть свои знания в области обществознания. 

</p><p>Для удобства работы на Stepic лекции разбиты на небольшие кусочки, и одна лекция состоит из 2-5 уроков. </p><p><span style=""font-family: inherit; font-size: 1em; line-height: 1.6; background-color: transparent;"">Некоторые задачи выданы в виде материала, в котором нельзя указать ответ. Решите эту задачу самостоятельно после чего просмотрите видео с объяснением. </span></p><p>Лектор: Елена Валерьевна Дорджиева, <span style=""font-family: inherit; font-size: 1em; line-height: 1.6; background-color: transparent;"">доктор
исторических наук, преподаватель истории и обществознания.</span>

</p><p>Обучение: МПГУ
им. Ленина, Калмыцкий государственный университет, Волгоградский
государственный университет, МГУ им. Ломоносова. Стаж педагогической
деятельности с 1994 г. Работала в системе среднего, высшего образования,
Институте социологии РАН, ведущих издательствах РФ, специализирующихся на
выпуске учебной литературы - Юрайт, ИНФРА-М. В 2011 г. защитила докторскую
диссертацию в МПГУ им. Ленина. Автор научных монографий и учебного пособия по
истории Отечества. Автор курса ""От знаниевой парадигмы к
системно-деятельностной: современные приемы работы с источником  при подготовке к ГИА и ЕГЭ по истории"".</p><p>

С другими курсами ЕГЭ платформы ""Пеликан"" можно познакомиться по ссылке - <a href=""http://pelicanbook.ru/?classes=43"" rel=""nofollow noopener noreferrer"">http://pelicanbook.ru/?classes=43</a>

﻿<br></p>





",{17304128},self_paced,7794,64,47399,ru,"ученики 10-11 классов, готовящиеся к ЕГЭ ",false
